id,country-code,name,code
0cb59094-e35c-4ccb-99cd-0a4cb18a825c,"AR","Santa Cruz","AR-Z"
fb30bbc3-7a39-43c4-a371-a9e54d810641,"AR","Santa Fe","AR-S"
19ad3f9f-4c58-4334-bd97-d502d0def7b7,"AR","Santiago del Estero","AR-G"
6f5e02ac-08f1-4ca3-be41-658fd4015a69,"AR","Tierra del Fuego","AR-V"
3bcfc354-f350-4cbb-8c0d-1c4a2a13cd00,"AR","Tucuman","AR-T"
29ef38a0-48a0-4ac7-a181-ad27d7fe383f,"AS","Eastern District","-"
7ca73d62-c2a1-45be-b5c9-89c80770f864,"AS","Western District","-"
14eb87cf-26a3-4951-9bc9-4111550fd5c1,"AT","Burgenland","AT-1"
140b0ecd-5d57-4cc7-b69b-a2cf617cca09,"AT","Karnten","AT-2"
1c9db19a-0868-4c0b-89cb-f93142531344,"AT","Niederosterreich","AT-3"
570a3c34-9908-4cad-a89d-ed7c3ab13434,"AT","Oberosterreich","AT-4"
86b4ae01-6d97-4184-a3c4-8692b807fc13,"AT","Salzburg","AT-5"
c82cb290-7e9c-4731-9dc2-52ed3daeda60,"AT","Steiermark","AT-6"
f87c2073-0f27-4bbb-8941-4865eb180e9f,"AT","Tirol","AT-7"
d72a06ba-c947-4af8-9278-2f247e215fab,"AT","Vorarlberg","AT-8"
d7da5cae-b958-411b-93dc-caa5eed32f1c,"AT","Wien","AT-9"
935e36a1-cc88-442f-b41c-1baa22839ac3,"AU","Australian Capital Territory","AU-ACT"
918d51f6-f977-498d-b1e6-cc0672680936,"AU","New South Wales","AU-NSW"
65cf2882-461a-47de-9e85-86e22977438b,"AU","Northern Territory","AU-NT"
fb2633a3-bd0d-4fca-9d96-d7067f816969,"AU","Queensland","AU-QLD"
77a28fd8-263f-4b1e-afe5-81a856fc6781,"AU","South Australia","AU-SA"
13c7435b-5ee4-4563-b657-0ad4f4066bd9,"AU","Tasmania","AU-TAS"
7b1e0b9c-9da0-423f-8f50-3d5e881c8b70,"AU","Victoria","AU-VIC"
a37b2829-cb55-401d-bd0c-18e5280749d4,"AU","Western Australia","AU-WA"
a7768350-172b-4cbd-a5c1-612f8c238ff5,"AW","Aruba","-"
7ddf8d72-ce46-4e39-861d-3455cfbf1787,"AX","Eckeroe","-"
e0a347ab-c99a-4d15-b81e-7455f90dde2c,"AX","Finstroem","-"
54a4008c-3f51-4d42-9afb-95713a791738,"AX","Hammarland","-"
f4df7dae-c4ff-4495-bdf0-ae80bfd29000,"AX","Jomala","-"
2f9612f1-c7ae-4df5-877e-e6560735d665,"AX","Lemland","-"
52dad9e3-be71-411b-8361-b0fd8d316e6a,"AX","Mariehamn","-"
a18acf35-fcce-49c2-9770-8225ac2ece54,"AX","Saltvik","-"
65fe67da-efd5-4e1c-8372-24b6cc5bc2b6,"AX","Sund","-"
5a102fef-f6ed-4e8b-a8d5-58ba9891ac31,"AZ","Abseron","AZ-ABS"
e8090f9c-0b3d-4407-b215-5dae4bc9f0f6,"AZ","Agcabadi","AZ-AGC"
baf73a9b-892b-48ba-83df-0fa96663fd16,"AZ","Agdas","AZ-AGS"
6712219f-50a3-4763-9ca7-72b08d71df69,"AZ","Agsu","AZ-AGU"
89618587-4ac8-42b6-9672-514e9fdf6548,"AZ","Astara","AZ-AST"
395f554f-e20e-422a-84bb-dae68c183b2c,"AZ","Baki","AZ-BA"
10bced7f-1a46-46ec-83ee-16873e28a6c1,"AZ","Balakan","AZ-BAL"
89824062-7508-4b1c-8a8b-f5f4cfb5f979,"AZ","Barda","AZ-BAR"
b4293597-55ce-489f-a740-d1b3cd0f544b,"AZ","Beylaqan","AZ-BEY"
2cfd0933-d95d-4834-bd31-2db1d1087641,"AZ","Bilasuvar","AZ-BIL"
122e3afa-cc20-4a03-906c-1db344d94660,"AZ","Daskasan","AZ-DAS"
5534c55c-4eee-4d62-a10b-4cc4e4ece356,"AZ","Fuzuli","AZ-FUZ"
672b42b9-3e14-4fa7-bd38-8ab35efee64d,"AZ","Gadabay","AZ-GAD"
c4c394ab-5f86-4ddb-8158-c66c31590ac1,"AZ","Ganca","AZ-GA"
8c8cd4d1-343c-4f13-ae3a-d01f6fe7dd3b,"AZ","Goycay","AZ-GOY"
c72a3bce-fb67-4505-8491-8904dd1c4164,"AZ","Goygol","AZ-GYG"
643dd55a-16af-476f-971e-6bfb707eefc4,"AZ","Imisli","AZ-IMI"
3464c9d9-26ee-4556-8589-6ecd6ddfb123,"AZ","Ismayilli","AZ-ISM"
bfdfc703-154d-4c2e-b4b8-dea8de27dcf4,"AZ","Kurdamir","AZ-KUR"
1b15fc34-ae86-4f69-b987-57b86551a3e4,"AZ","Lankaran","AZ-LA"
ea20280d-8f06-4880-8602-c1d693ee1bf8,"AZ","Masalli","AZ-MAS"
62d2e20e-2a98-48e3-b1c3-5ed832d4590c,"AZ","Mingacevir","AZ-MI"
5030234a-7b07-4372-a0ce-9667d47223a7,"AZ","Naftalan","AZ-NA"
1c7c9974-a260-497e-beea-99d3f7ded1e3,"AZ","Naxcivan","AZ-NX"
60c4d0e0-8591-4b7a-96a4-cd78242515c6,"AZ","Neftcala","AZ-NEF"
fd6cef79-c73c-413a-9e1a-3c6488f05946,"AZ","Oguz","AZ-OGU"
f0f30694-1419-459f-bc9b-a5ade790c716,"AZ","Qabala","AZ-QAB"
6db3b6ec-6a35-4e5c-b073-f9dd4d0b8a55,"AZ","Qax","AZ-QAX"
33bbceaf-333a-4ef0-ab4a-9b1322fcdfae,"AZ","Qazax","AZ-QAZ"
1e80f106-2b30-4ad5-8103-f39c9325be4f,"AZ","Quba","AZ-QBA"
cae4de7a-803c-4004-b0b4-54227b593cce,"AZ","Qusar","AZ-QUS"
d66daa70-ae18-45bf-aa05-2094ff80279f,"AZ","Saatli","AZ-SAT"
c18c3feb-4df3-4a1b-8f51-761757c019f5,"AZ","Sabirabad","AZ-SAB"
cc7ba79c-4c01-42da-aed0-d3e16b660862,"AZ","Saki","AZ-SAK"
8f9c171d-a6bf-451a-9b78-53dfc67fd4de,"AZ","Salyan","AZ-SAL"
ebffe199-e9a7-4c40-864d-4fe38b5dbf4e,"AZ","Samaxi","AZ-SMI"
4ae790bc-f30d-4708-a045-9824eff2c036,"AZ","Samkir","AZ-SKR"
dea65138-3922-4be7-bcdb-ccc652a93180,"AZ","Samux","AZ-SMX"
8ba96423-f81e-4cda-8bc3-edb44bacba70,"AZ","Sirvan","AZ-SR"
10a75fb4-07b6-4551-8731-8f6def57409f,"AZ","Sumqayit","AZ-SM"
041cd85e-5789-4043-9c89-2766055d295e,"AZ","Tartar","AZ-TAR"
5d7979cc-accd-488f-91ae-cc0ec45be9e5,"AZ","Ucar","AZ-UCA"
5f4d0cbc-4546-4423-8e67-0c4532ea67c0,"AZ","Xacmaz","AZ-XAC"
2718d119-1c4b-4091-966e-66f6a42be8ee,"AZ","Xizi","AZ-XIZ"
5642a9f6-5c7f-41dd-bc79-2239214f2bec,"AZ","Yardimli","AZ-YAR"
ac6babc5-ead3-442a-af73-c00a1cd897cd,"AZ","Yevlax","AZ-YEV"
ae17c8d9-f49f-4ca9-baa7-ce9eeafdec5b,"AZ","Zaqatala","AZ-ZAQ"
be80338a-97df-4909-acc6-364837515450,"AZ","Zardab","AZ-ZAR"
24c6d64d-543c-410b-b104-2ccbcd8a84be,"BA","Brcko distrikt","BA-BRC"
edfc1815-9590-4dfa-837e-a0d17f180c63,"BA","Federacija Bosne i Hercegovine","BA-BIH"
021603a0-7ce9-43af-9785-a3f784a0f92c,"BA","Republika Srpska","BA-SRP"
a6688804-3c06-4e72-b6ec-71500ab0ed96,"BB","Christ Church","BB-01"
4e487362-1c1b-48e1-88d9-f30205f3d075,"BB","Saint Andrew","BB-02"
ad4aa55a-57f8-4b0d-be0d-0abf4f933d24,"BB","Saint George","BB-03"
38b2e9ed-f276-44a5-8c94-d76fb91d6456,"BB","Saint James","BB-04"
c4432f81-2106-4b3f-9a56-973526464558,"BB","Saint John","BB-05"
aacda589-42bf-47bd-b878-937283e6eea9,"BB","Saint Lucy","BB-07"
24da7a6d-4d74-4b4a-9e56-150e58a65d53,"BB","Saint Michael","BB-08"
7c27c842-db49-4117-bbbc-b952f8035eac,"BB","Saint Peter","BB-09"
f82e91eb-d22a-4cf6-b4c2-303877845124,"BB","Saint Philip","BB-10"
2d335173-d264-41e0-bf23-f974e691e9e8,"BB","Saint Thomas","BB-11"
24ad263a-c19b-49c3-aec3-741a30073fbc,"BD","Barishal","BD-A"
d6b0a6f7-edff-49cc-bb12-f5e55a564e06,"BD","Chattogram","BD-B"
63c42d22-efaf-4aab-b84e-a2f9fa69c346,"BD","Dhaka","BD-C"
31096b8d-5b87-4241-8c00-b1bb464b8d0b,"BD","Khulna","BD-D"
183ff8b0-3fc0-4888-ab8b-36418b1a902f,"BD","Rajshahi","BD-E"
36f11ab4-efa7-4e37-9eea-fed3bcf5dbe8,"BD","Rangpur","BD-F"
40e3be1e-2b9b-490c-a546-38f8f7fd91dc,"BD","Sylhet","BD-G"
71a76893-6d5f-435c-a02d-e273033bdbb0,"BE","Antwerpen","BE-VAN"
37c6a7f0-f512-49be-893e-d99bb8501554,"BE","Brabant wallon","BE-WBR"
cfa7909e-d2ee-487b-9b63-751105e19987,"BE","Brussels Hoofdstedelijk Gewest","BE-BRU"
1c313cc9-52b4-4d69-8c9d-8038326ab371,"BE","Hainaut","BE-WHT"
716b5d96-bc52-4f51-a2c0-ca2d19294841,"BE","Liege","BE-WLG"
d6382cb5-03a6-4c02-b447-6d277750f3d4,"BE","Limburg","BE-VLI"
5575f935-7e32-4aa9-a3ec-842b69af1460,"BE","Luxembourg","BE-WLX"
901a7f9e-edfa-4433-b639-e5e2393a32c0,"BE","Namur","BE-WNA"
1dea5aef-67b3-428c-8620-9d00e5e023a8,"BE","Oost-Vlaanderen","BE-VOV"
1daf848a-4a0f-409a-945e-39d9a263fe66,"BE","Vlaams-Brabant","BE-VBR"
2be40131-5345-4308-86c8-35c2dbd2e87b,"BE","West-Vlaanderen","BE-VWV"
f977b444-33dc-4db2-b31f-cba8cc628081,"BF","Bale","BF-BAL"
83333444-2b76-492d-99a4-6e95cab0848f,"BF","Bam","BF-BAM"
18999a51-afe9-47b2-8fb3-7d65b2cef1e7,"BF","Banwa","BF-BAN"
602c8ec5-916c-4ffd-abb8-fc9f8bc3b8b9,"BF","Bazega","BF-BAZ"
64abd340-2167-4fb3-87c1-102f6eb9dd45,"BF","Bougouriba","BF-BGR"
bc4043de-b39e-405b-9854-9fc2d72f81f5,"BF","Boulgou","BF-BLG"
93706268-22bb-4eb9-bba7-bdcbff944e65,"BF","Boulkiemde","BF-BLK"
755f9a2e-fe4e-449b-8dc3-d43ebf43fddc,"BF","Comoe","BF-COM"
9686c137-7fab-404f-9324-c3419e653d0d,"BF","Ganzourgou","BF-GAN"
550c6010-2693-4b88-b2c0-f03e0b925e5d,"BF","Gnagna","BF-GNA"
946feaa7-152e-4fd9-8910-665928e0e3bc,"BF","Gourma","BF-GOU"
2a9bc00e-bf6b-4f3b-a5ee-4002c199f522,"BF","Houet","BF-HOU"
50cb9435-0503-4f0f-9ea5-848f283c0841,"BF","Kadiogo","BF-KAD"
0011dca5-e8d5-4417-a411-fdb2402616fc,"BF","Kenedougou","BF-KEN"
bcc172fb-d5b6-4968-a48b-1f20e2319dd6,"BF","Kompienga","BF-KMP"
7124530d-fe22-4bba-b05f-6743540e6344,"BF","Kossi","BF-KOS"
7ffb789c-281f-42a9-974f-61ad684bc243,"BF","Kouritenga","BF-KOT"
b88b25a9-72b9-466b-97e7-0284345b7241,"BF","Kourweogo","BF-KOW"
24af4424-511d-4a65-8407-7e9670a1ec81,"BF","Leraba","BF-LER"
085b697a-faa5-4675-af21-36ba5e58904a,"BF","Loroum","BF-LOR"
203b932c-38f0-4bdd-9554-85eae264dc71,"BF","Mouhoun","BF-MOU"
04ec5bd3-07d7-485d-b26b-475658fbff19,"BF","Nahouri","BF-NAO"
720f6810-f0af-442f-bbb8-d1b5990777c5,"BF","Namentenga","BF-NAM"
b6b73f1e-d8b4-4f37-b0e7-f01b32d26a83,"BF","Nayala","BF-NAY"
27121c7a-6fe6-44b9-a062-39231cc7a472,"BF","Oubritenga","BF-OUB"
8d6276c6-32ab-44a3-8581-db7b5a252f7b,"BF","Oudalan","BF-OUD"
fd9c03ee-3557-481a-a86c-abc92f3071f4,"BF","Passore","BF-PAS"
dc30b3f7-5c15-44b8-968f-c1347af76a03,"BF","Poni","BF-PON"
ef886ec0-8683-46fc-8d72-da0dfaa68b2f,"BF","Sanguie","BF-SNG"
7303d093-98d5-4241-827e-e306eee49377,"BF","Sanmatenga","BF-SMT"
6a49825b-031d-48b0-a165-dd2fd1564bf2,"BF","Seno","BF-SEN"
5319f050-afe7-4908-bf34-2c8718040b09,"BF","Sissili","BF-SIS"
f32e4622-1d75-4dcf-9588-d29849c8959d,"BF","Soum","BF-SOM"
50dcb8d3-0b6b-45e5-a2cf-6ecf247eb5a1,"BF","Sourou","BF-SOR"
3a1ca43d-80c1-457d-8398-bdbfa2aeb02a,"BF","Tapoa","BF-TAP"
6fcb0097-e391-434a-974a-8158b4d48fe2,"BF","Tuy","BF-TUI"
2fd0daf5-7333-4b04-a856-67713339a9b4,"BF","Yatenga","BF-YAT"
6bc9f263-0ca4-45a4-8846-3eafcd52635f,"BF","Ziro","BF-ZIR"
8a4c218c-19d9-4800-baf4-d8bc6de93975,"BF","Zondoma","BF-ZON"
3fc55613-4f6d-4c17-8874-ec1547bfbe2d,"BF","Zoundweogo","BF-ZOU"
55a0143f-1514-4ffa-8474-2194b9f16d2d,"BG","Blagoevgrad","BG-01"
1e419d1e-a34a-478f-b560-d78eb3d87c04,"BG","Burgas","BG-02"
a33a16b1-ea06-4ebd-80e2-01a1406e2e74,"BG","Dobrich","BG-08"
01649c6c-121b-4ce6-964d-a3a617c82d70,"BG","Gabrovo","BG-07"
6d3bb524-fbe3-40d7-9fc4-e4f59678fe10,"BG","Haskovo","BG-26"
a19be6ed-f03d-4b50-afa5-0c786955f2b1,"BG","Kardzhali","BG-09"
e9a7434b-60b0-4a28-b725-4617532f89ce,"BG","Kyustendil","BG-10"
048a05b0-9492-4e42-9d05-5a92b26ca1ab,"BG","Lovech","BG-11"
0a6b1c84-45df-42f0-b5fc-33db761c7792,"BG","Montana","BG-12"
44b65c69-db80-4c47-9e6b-66d246d43684,"BG","Pazardzhik","BG-13"
95467815-6af9-4c9d-a659-94be9d02adfa,"BG","Pernik","BG-14"
62641373-8616-4dd9-a7b0-eef943e32173,"BG","Pleven","BG-15"
ad85936a-e2d4-4c6d-a7df-c3c85670fe38,"BG","Plovdiv","BG-16"
f91bb094-cb04-4035-9c8d-8448830e144b,"BG","Razgrad","BG-17"
b9311a5a-935f-41a4-a32f-a48053df08cd,"BG","Ruse","BG-18"
cac00e1b-2189-4d58-9c50-c82fad948762,"BG","Shumen","BG-27"
d54bf6fa-3c00-477e-a5a8-f12eec01d289,"BG","Silistra","BG-19"
68fb25f4-78b1-461a-ad3d-f6255c70af7a,"BG","Sliven","BG-20"
63538282-fa8e-4102-ae5f-80844a96a49f,"BG","Smolyan","BG-21"
e8d7bd6c-2d4c-44b6-ba7d-41a7153a4762,"BG","Sofia","BG-23"
3b08d132-95f0-4c19-94f3-8ca3fd87abfc,"BG","Sofia (stolitsa)","BG-22"
5d31f4da-6286-4f07-aa55-5d977015e10b,"BG","Stara Zagora","BG-24"
ef61184c-8d04-4bca-99f8-f3f5db82db35,"BG","Targovishte","BG-25"
bed369fd-a779-4519-b7c9-c09d3c534e21,"BG","Varna","BG-03"
373e5e48-4ec4-463b-bdfe-57d87b635061,"BG","Veliko Tarnovo","BG-04"
260d9792-e17c-4ac0-a9b7-e38d971486b7,"BG","Vidin","BG-05"
e682533c-8ae5-48ea-b101-fa223806dbad,"BG","Vratsa","BG-06"
a79642c4-ed07-4b91-b3fe-ef71e8dfe12b,"BG","Yambol","BG-28"
3a5a997f-687b-472a-ae3f-ce7571a280ac,"BH","Al 'Asimah","BH-13"
178fd624-d365-43c2-bf9e-7c0f77e41f32,"BH","Al Janubiyah","BH-14"
c645e407-aba6-4de1-a5c4-3d1350d71ce7,"BH","Al Muharraq","BH-15"
5f639287-8287-4584-ba16-8f59a62720f8,"BH","Ash Shamaliyah","BH-17"
672ec537-420a-4e92-ab41-2211bf727e12,"BI","Bujumbura Mairie","BI-BM"
fb95b40d-e6f8-4be4-aa35-0cbc541084c0,"BI","Bururi","BI-BR"
7e183c49-be1f-465d-aa64-10a4801e1f03,"BI","Cibitoke","BI-CI"
e7b12dc1-db01-487e-aa24-bb22768bfa9c,"BI","Gitega","BI-GI"
fdd6e5b0-35bd-4c8f-b0d7-3096821971e0,"BI","Kirundo","BI-KI"
3707ed6c-28c4-45f9-b79b-86be8a26593f,"BI","Muramvya","BI-MU"
f5ff57ff-5991-4c6e-a1a3-302b30512e85,"BI","Mwaro","BI-MW"
1f50a5c0-d94d-4f4a-a045-54342136f41a,"BI","Ngozi","BI-NG"
9d1d2516-4795-4de9-8186-52561ec951d3,"BI","Rumonge","BI-RM"
3f8db792-48db-47ce-8fbd-4c858dea2d34,"BI","Rutana","BI-RT"
504220e1-ab42-40c3-80b6-ee827847ad08,"BI","Ruyigi","BI-RY"
10f9e5fb-5e7f-42e6-b30e-8935a959f77c,"BJ","Atlantique","BJ-AQ"
aab2eb57-ce28-402f-a3da-47e713dcda89,"BJ","Borgou","BJ-BO"
691b884b-79a3-4993-9b53-40f6853290c8,"BJ","Littoral","BJ-LI"
c7803c92-f953-4ba1-8668-ecd9e5de2e63,"BJ","Mono","BJ-MO"
8f76002e-9cb7-450f-874d-562b61e3ce21,"BJ","Oueme","BJ-OU"
61894a56-bb57-49e7-bcd4-8dd01a51e7c5,"BJ","Plateau","BJ-PL"
bf9b0214-5425-425b-b5d4-da95caf9bcbc,"BJ","Zou","BJ-ZO"
29ec2979-1360-4488-b793-94da1099f565,"BL","Saint Barthelemy","-"
